player,club,competition,season_used,position,matches,minutes,shots,goals,xg,np_goals,np_xg,assists,xa,xg_chain,xg_buildup,xg_per_match,goals_per_match,np_xg_per90,shot_accuracy
Brais Méndez,Real Sociedad,ESP-La Liga,2526,F M S,29,1708,36,6,6.034,5,4.547,2,3.328,12.244,5.582,0.2081,0.2069,0.2396,0.167
Ibrahim Maza,Bayer Leverkusen,GER-Bundesliga,2526,M S,28,1845,53,3,6.015,3,6.015,4,4.391,17.927,9.7,0.2148,0.1071,0.2934,0.057
Gian-Luca Waldschmidt,FC Cologne,GER-Bundesliga,2526,F M S,24,633,26,5,5.949,3,4.433,5,2.635,9.192,3.075,0.2479,0.2083,0.6303,0.192
Habib Diallo,Metz,FRA-Ligue 1,2526,F S,25,1908,38,4,5.928,4,5.168,1,0.743,6.455,1.705,0.2371,0.16,0.2438,0.105
Stefan Schimmer,FC Heidenheim,GER-Bundesliga,2526,F S,27,737,32,5,5.915,5,5.915,1,1.651,8.383,1.386,0.2191,0.1852,0.7223,0.156
Malick Thiaw,Newcastle United,ENG-Premier League,2526,D S,35,2968,28,4,5.898,4,5.898,0,0.827,9.148,8.645,0.1685,0.1143,0.1788,0.143
Brenden Aaronson,Leeds,ENG-Premier League,2526,F M S,37,2517,46,4,5.881,4,5.881,5,5.663,13.204,3.488,0.159,0.1081,0.2103,0.087
Nico Williams,Athletic Club,ESP-La Liga,2526,M S,25,1715,46,6,5.863,5,4.376,3,4.139,10.798,3.284,0.2345,0.24,0.2296,0.13
Willem Geubbels,Paris FC,FRA-Ligue 1,2526,F S,24,1013,30,5,5.863,4,5.103,0,0.541,5.954,0.914,0.2443,0.2083,0.4534,0.167
Ayoze Pérez,Villarreal,ESP-La Liga,2526,F S,26,1154,25,5,5.862,4,5.119,4,2.576,8.997,1.812,0.2255,0.1923,0.3992,0.2
Mbwana Samatta,Le Havre,FRA-Ligue 1,2526,F S,27,1550,42,2,5.862,2,5.862,1,1.911,7.997,1.726,0.2171,0.0741,0.3404,0.048
Cristhian Stuani,Girona,ESP-La Liga,2526,F S,21,359,19,5,5.825,2,2.852,0,0.132,3.212,0.509,0.2774,0.2381,0.7149,0.263
Budu Zivzivadze,FC Heidenheim,GER-Bundesliga,2526,F S,20,1148,28,6,5.82,6,5.82,0,0.909,5.734,0.758,0.291,0.3,0.4563,0.214
Marvin Pieringer,FC Heidenheim,GER-Bundesliga,2526,F M S,27,1689,32,4,5.81,3,5.052,1,2.211,7.951,3.375,0.2152,0.1481,0.2692,0.125
Felix Correia,Lille,FRA-Ligue 1,2526,M S,34,2124,37,4,5.807,4,5.807,5,5.868,18.306,9.318,0.1708,0.1176,0.2461,0.108
Albert Gudmundsson,Fiorentina,ITA-Serie A,2526,F M S,33,2290,41,5,5.804,2,3.52,4,3.785,10.843,6.054,0.1759,0.1515,0.1384,0.122
Paul Nebel,Mainz 05,GER-Bundesliga,2526,M S,30,2087,32,5,5.769,5,5.769,2,5.343,14.082,4.247,0.1923,0.1667,0.2488,0.156
Harry Wilson,Fulham,ENG-Premier League,2526,M S,36,2751,78,10,5.76,10,5.76,7,5.504,11.092,4.133,0.16,0.2778,0.1884,0.128
Danel Sinani,St. Pauli,GER-Bundesliga,2526,F M S,30,2080,49,5,5.748,2,3.475,3,3.705,9.472,5.239,0.1916,0.1667,0.1503,0.102
Sebastiano Esposito,Cagliari,ITA-Serie A,2526,F M S,36,2751,57,7,5.744,6,4.983,5,5.578,11.486,4.763,0.1596,0.1944,0.163,0.123
Amad Diallo Traore,Manchester United,ENG-Premier League,2526,D M S,32,2341,54,2,5.73,2,5.73,3,5.647,18.681,10.052,0.1791,0.0625,0.2203,0.037
Crysencio Summerville,West Ham,ENG-Premier League,2526,F M S,31,2509,54,5,5.699,5,5.699,2,3.236,11.091,3.963,0.1838,0.1613,0.2044,0.093
Nicolás González,Atletico Madrid,ESP-La Liga,2526,D F M S,24,1480,43,5,5.666,5,5.666,0,1.724,10.486,5.266,0.2361,0.2083,0.3446,0.116
Arijon Ibrahimovic,FC Heidenheim,GER-Bundesliga,2526,D F M S,32,2196,47,2,5.666,1,4.908,4,6.768,12.54,3.623,0.1771,0.0625,0.2011,0.043
Rayan Philippe,Hamburger SV,GER-Bundesliga,2526,F M S,28,1272,39,5,5.646,5,4.888,0,1.356,6.414,1.252,0.2016,0.1786,0.3459,0.128
Yann Gboho,Toulouse,FRA-Ligue 1,2526,F M S,31,2619,57,8,5.63,8,5.63,4,4.148,12.912,4.81,0.1816,0.2581,0.1935,0.14
Wilson Isidor,Sunderland,ENG-Premier League,2526,F S,32,1142,43,6,5.619,6,5.619,0,0.0,6.032,0.675,0.1756,0.1875,0.4429,0.14
Alberto Moleiro,Villarreal,ESP-La Liga,2526,F M S,38,2535,46,10,5.614,10,5.614,5,5.778,15.233,5.501,0.1477,0.2632,0.1993,0.217
Igor Paixão,Marseille,FRA-Ligue 1,2526,D M S,30,1979,57,6,5.586,6,5.586,5,2.524,13.251,7.19,0.1862,0.2,0.254,0.105
Christian Eriksen,Wolfsburg,GER-Bundesliga,2526,M S,31,2446,38,3,5.571,0,2.54,9,7.904,14.289,8.979,0.1797,0.0968,0.0935,0.079
Jaidon Anthony,Burnley,ENG-Premier League,2526,F M S,37,2777,55,8,5.564,8,5.564,2,4.374,12.433,5.834,0.1504,0.2162,0.1803,0.145
Éderson,Atalanta,ITA-Serie A,2526,M S,30,2253,35,2,5.546,1,4.785,1,2.21,16.255,12.244,0.1849,0.0667,0.1911,0.057
Isaac Romero,Sevilla,ESP-La Liga,2526,F M S,29,1506,41,4,5.542,4,4.799,0,1.082,7.964,2.797,0.1911,0.1379,0.2868,0.098
Tiago Tomás,VfB Stuttgart,GER-Bundesliga,2526,F M S,27,996,35,5,5.534,5,5.534,3,1.259,8.35,2.681,0.205,0.1852,0.5,0.143
Jacobo Ramón,Como,ITA-Serie A,2526,D S,32,2744,39,2,5.472,2,5.472,0,1.027,11.147,10.425,0.171,0.0625,0.1795,0.051
Nikola Stulic,Lecce,ITA-Serie A,2526,F S,34,1713,33,4,5.471,3,4.71,0,2.101,6.266,1.346,0.1609,0.1176,0.2475,0.121
Vincenzo Grifo,Freiburg,GER-Bundesliga,2526,M S,33,1733,30,7,5.461,3,2.43,4,5.388,10.177,5.149,0.1655,0.2121,0.1262,0.233
Umar Sadiq,Real Sociedad,ESP-La Liga,2526,F S,25,1028,30,4,5.454,4,5.454,2,1.717,8.17,1.639,0.2181,0.16,0.4775,0.133
Gustav Isaksen,Lazio,ITA-Serie A,2526,F S,30,1606,48,5,5.408,5,5.408,1,0.882,7.818,2.544,0.1803,0.1667,0.3031,0.104
Mateo Joseph,Mallorca,ESP-La Liga,2526,F M S,29,1707,33,2,5.397,2,5.397,3,1.59,7.219,1.723,0.1861,0.069,0.2845,0.061
Gabriel Martinelli,Arsenal,ENG-Premier League,2526,F M S,30,1025,29,1,5.357,1,5.357,4,2.569,10.023,3.607,0.1786,0.0333,0.4704,0.034
Remy Labeau Lascary,Brest,FRA-Ligue 1,2526,F M S,27,1177,34,5,5.339,5,5.339,1,2.657,8.573,1.672,0.1978,0.1852,0.4083,0.147
Henrik Meister,Pisa,ITA-Serie A,2526,F S,28,1494,20,2,5.319,2,5.319,0,0.65,7.326,1.379,0.1899,0.0714,0.3204,0.1
Alex Berenguer,Athletic Club,ESP-La Liga,2526,F M S,31,2191,44,2,5.272,2,5.272,3,5.471,11.005,4.127,0.1701,0.0645,0.2166,0.045
Gonzalo García,Real Madrid,ESP-La Liga,2526,F S,30,923,21,6,5.269,6,5.269,1,1.635,8.074,1.943,0.1756,0.2,0.5138,0.286
Enzo Le Fée,Sunderland,ENG-Premier League,2526,F M S,36,2953,36,5,5.269,2,2.224,6,7.546,13.18,7.139,0.1464,0.1389,0.0678,0.139
Lucas Höler,Freiburg,GER-Bundesliga,2526,F M S,33,2070,33,3,5.246,3,5.246,1,2.083,8.258,2.615,0.159,0.0909,0.2281,0.091
Arnaut Danjuma Groeneveld,Valencia,ESP-La Liga,2526,F M S,30,1612,36,3,5.227,3,4.484,2,4.247,9.89,2.371,0.1742,0.1,0.2503,0.083
Mikel Merino,Arsenal,ENG-Premier League,2526,F M S,22,1002,22,4,5.218,4,5.218,3,2.29,8.369,3.812,0.2372,0.1818,0.4687,0.182
Matteo Cancellieri,Lazio,ITA-Serie A,2526,F M S,30,1740,41,4,5.218,4,5.218,3,1.924,8.65,1.823,0.1739,0.1333,0.2699,0.098
Karim Adeyemi,Borussia Dortmund,GER-Bundesliga,2526,F M S,28,1218,31,7,5.215,7,5.215,4,3.458,11.94,4.095,0.1863,0.25,0.3854,0.226
Tomas Soucek,West Ham,ENG-Premier League,2526,M S,35,2206,25,5,5.214,5,5.214,0,0.822,7.26,4.539,0.149,0.1429,0.2127,0.2
Pape Alassane Gueye,Villarreal,ESP-La Liga,2526,M S,31,2280,48,5,5.21,4,4.467,2,2.221,15.244,10.28,0.1681,0.1613,0.1763,0.104
Antonio Nusa,RasenBallsport Leipzig,GER-Bundesliga,2526,F M S,31,2048,61,4,5.204,4,5.204,3,4.749,16.718,8.048,0.1679,0.129,0.2287,0.066
Williot Swedberg,Celta Vigo,ESP-La Liga,2526,F M S,29,1237,23,5,5.188,5,5.188,5,1.985,8.526,3.268,0.1789,0.1724,0.3775,0.217
Pedro Neto,Chelsea,ENG-Premier League,2526,F M S,34,2667,46,5,5.15,5,5.15,6,7.934,19.275,9.827,0.1515,0.1471,0.1738,0.109
Hakan Calhanoglu,Inter,ITA-Serie A,2526,M S,22,1674,50,9,5.148,5,1.341,4,3.476,10.343,8.637,0.234,0.4091,0.0721,0.18
Bazoumana Touré,Hoffenheim,GER-Bundesliga,2526,D F M S,30,2379,48,5,5.142,5,5.142,9,7.23,16.134,6.018,0.1714,0.1667,0.1945,0.104
Grischa Prömel,Hoffenheim,GER-Bundesliga,2526,M S,33,1696,42,7,5.13,7,5.13,2,2.62,10.699,3.489,0.1555,0.2121,0.2722,0.167
Malik Tillman,Bayer Leverkusen,GER-Bundesliga,2526,M S,29,1681,34,6,5.122,6,5.122,1,3.605,12.581,5.058,0.1766,0.2069,0.2743,0.176
Julian Brandt,Borussia Dortmund,GER-Bundesliga,2526,F M S,29,1601,38,7,5.104,7,5.104,4,5.294,13.624,5.712,0.176,0.2414,0.2869,0.184
Ismaël Koné,Sassuolo,ITA-Serie A,2526,M S,35,2795,23,6,5.083,6,5.083,0,1.76,12.173,7.844,0.1452,0.1714,0.1637,0.261
Liam Delap,Chelsea,ENG-Premier League,2526,F S,28,1064,36,1,5.03,1,5.03,0,0.169,7.516,3.401,0.1796,0.0357,0.4255,0.028
Jamal Musiala,Bayern Munich,GER-Bundesliga,2526,F M S,15,666,30,3,5.004,2,4.246,4,2.741,9.546,3.102,0.3336,0.2,0.5738,0.1
Kamory Doumbia,Brest,FRA-Ligue 1,2526,F M S,24,1805,43,5,4.998,5,4.998,4,4.446,12.948,4.905,0.2082,0.2083,0.2492,0.116
Jonathan Rowe,Bologna,ITA-Serie A,2526,F M S,28,1612,48,3,4.977,3,4.977,2,2.7,8.233,1.382,0.1778,0.1071,0.2779,0.062
Andréas Hountondji,St. Pauli,GER-Bundesliga,2526,F M S,21,1092,21,4,4.958,4,4.201,0,0.706,3.759,0.112,0.2361,0.1905,0.3462,0.19
Maximilian Mittelstädt,VfB Stuttgart,GER-Bundesliga,2526,D M S,32,2200,31,6,4.954,2,1.923,4,5.52,16.285,12.091,0.1548,0.1875,0.0787,0.194
Pablo Fornals,Real Betis,ESP-La Liga,2526,F M S,37,2912,43,9,4.941,9,4.941,6,7.892,23.126,12.777,0.1335,0.2432,0.1527,0.209
Santiago Comesaña,Villarreal,ESP-La Liga,2526,M S,34,2428,27,3,4.923,3,4.923,6,3.089,17.868,11.845,0.1448,0.0882,0.1825,0.111
William Osula,Newcastle United,ENG-Premier League,2526,F S,24,777,23,7,4.915,7,4.915,0,0.447,5.11,0.375,0.2048,0.2917,0.5694,0.304
Álvaro Morata,Como,ITA-Serie A,2526,F S,26,917,23,0,4.911,0,4.149,1,0.777,3.674,0.655,0.1889,0.0,0.4072,0.0
Kai Havertz,Arsenal,ENG-Premier League,2526,F M S,12,582,18,2,4.896,2,4.896,3,1.457,4.522,0.752,0.408,0.1667,0.757,0.111
Fábio Vieira,Hamburger SV,GER-Bundesliga,2526,F M S,29,2241,59,7,4.895,6,4.137,5,4.639,12.299,5.456,0.1688,0.2414,0.1661,0.119
Virgil van Dijk,Liverpool,ENG-Premier League,2526,D,38,3420,30,6,4.891,6,4.891,0,0.329,12.486,11.383,0.1287,0.1579,0.1287,0.2
Leon Goretzka,Bayern Munich,GER-Bundesliga,2526,M S,31,2004,35,5,4.885,5,4.885,3,2.347,16.531,14.036,0.1576,0.1613,0.2194,0.143
Arnaud Kalimuendo Muinga,Eintracht Frankfurt,GER-Bundesliga,2526,F M S,19,1431,30,6,4.88,6,4.88,1,1.597,7.523,2.053,0.2568,0.3158,0.3069,0.2
Danilho Doekhi,Union Berlin,GER-Bundesliga,2526,D,34,3060,45,5,4.879,5,4.879,0,0.548,4.549,3.164,0.1435,0.1471,0.1435,0.111
Tijjani Reijnders,Manchester City,ENG-Premier League,2526,F M S,28,1642,49,5,4.862,5,4.862,2,3.073,13.192,7.174,0.1736,0.1786,0.2665,0.102
Javi Puado,Espanyol,ESP-La Liga,2526,F M S,10,687,15,2,4.839,1,3.352,0,0.958,3.263,1.233,0.4839,0.2,0.4392,0.133
Sheraldo Becker,Mainz 05,GER-Bundesliga,2526,F S,14,975,29,3,4.82,3,4.82,3,3.541,10.663,2.474,0.3443,0.2143,0.4449,0.103
Senny Mayulu,Paris Saint Germain,FRA-Ligue 1,2526,D F M S,26,1704,35,4,4.818,4,4.818,4,4.02,11.623,5.123,0.1853,0.1538,0.2545,0.114
Arda Güler,Real Madrid,ESP-La Liga,2526,F M S,33,2076,49,4,4.811,4,4.811,9,8.848,16.119,8.68,0.1458,0.1212,0.2086,0.082
Eberechi Eze,Arsenal,ENG-Premier League,2526,F M S,33,1928,63,7,4.807,7,4.807,2,2.634,10.356,4.074,0.1457,0.2121,0.2244,0.111
Kaoru Mitoma,Brighton,ENG-Premier League,2526,F M S,25,1723,32,3,4.789,3,4.789,1,3.543,11.287,4.618,0.1916,0.12,0.2502,0.094
Lorenzo Pellegrini,Roma,ITA-Serie A,2526,F M S,24,1508,32,4,4.775,2,3.253,2,2.998,7.576,4.905,0.199,0.1667,0.1941,0.125
Sebastian Nanasi,Strasbourg,FRA-Ligue 1,2526,M S,19,1039,19,7,4.771,7,4.771,2,2.443,8.603,2.164,0.2511,0.3684,0.4133,0.368
Jack Hinshelwood,Brighton,ENG-Premier League,2526,D M S,27,1773,37,4,4.762,4,4.762,3,2.357,11.616,5.945,0.1764,0.1481,0.2417,0.108
Lucas Beltrán,Valencia,ESP-La Liga,2526,F S,27,1377,34,1,4.756,1,4.756,2,1.991,9.76,3.337,0.1762,0.037,0.3109,0.029
Yankuba Minteh,Brighton,ENG-Premier League,2526,M S,34,2410,41,3,4.752,3,4.752,4,5.842,16.411,8.574,0.1398,0.0882,0.1775,0.073
Ludovic Blas,Rennes,FRA-Ligue 1,2526,D F M S,32,1521,47,5,4.744,3,3.224,4,6.979,13.111,6.562,0.1483,0.1562,0.1908,0.106
Donyell Malen,Aston Villa,ENG-Premier League,2526,F M S,21,600,26,4,4.739,4,4.739,1,0.369,6.388,1.917,0.2257,0.1905,0.7108,0.154
Jurgen Ekkelenkamp,Udinese,ITA-Serie A,2526,F M S,31,2234,33,5,4.73,5,4.73,3,2.555,10.378,3.874,0.1526,0.1613,0.1906,0.152
Dominik Szoboszlai,Liverpool,ENG-Premier League,2526,D F M,36,3236,70,6,4.724,6,3.963,7,8.835,21.543,15.062,0.1312,0.1667,0.1102,0.086
Martín Satriano,Getafe,ESP-La Liga,2526,F M,18,1609,35,6,4.712,6,4.712,1,2.485,8.571,1.905,0.2618,0.3333,0.2635,0.171
Isi Palazón,Rayo Vallecano,ESP-La Liga,2526,F M S,31,2294,52,3,4.703,1,3.217,3,4.252,11.04,6.673,0.1517,0.0968,0.1262,0.058
Aleksandr Golovin,Monaco,FRA-Ligue 1,2526,M S,25,1695,34,5,4.7,5,4.7,5,2.307,11.271,5.07,0.188,0.2,0.2496,0.147
Marc Guehi,Crystal Palace,ENG-Premier League,2526,D,35,3150,32,3,4.697,3,4.697,3,2.727,17.673,15.488,0.1342,0.0857,0.1342,0.094
Rolando Mandragora,Fiorentina,ITA-Serie A,2526,M S,34,2470,64,7,4.695,6,3.934,3,2.881,9.78,5.926,0.1381,0.2059,0.1433,0.109
Luka Vuskovic,Hamburger SV,GER-Bundesliga,2526,D S,28,2440,31,6,4.682,5,3.924,0,0.567,8.052,6.384,0.1672,0.2143,0.1448,0.194
Matìas Soulè Malvano,Roma,ITA-Serie A,2526,F M S,33,2207,52,6,4.679,6,4.679,5,4.458,15.859,9.501,0.1418,0.1818,0.1908,0.115
Conrad Harder,RasenBallsport Leipzig,GER-Bundesliga,2526,F S,29,886,42,3,4.679,3,4.679,3,2.816,7.421,1.144,0.1614,0.1034,0.4753,0.071
Cesare Casadei,Torino,ITA-Serie A,2526,M S,33,1971,35,6,4.652,6,4.652,0,1.811,10.029,6.923,0.141,0.1818,0.2124,0.171
Gabriel,Arsenal,ENG-Premier League,2526,D S,32,2748,27,3,4.649,3,4.649,4,2.725,8.894,8.31,0.1453,0.0938,0.1523,0.111
Mert Kömür,Augsburg,GER-Bundesliga,2526,F M S,28,1455,41,2,4.646,2,4.646,4,2.767,7.051,1.761,0.1659,0.0714,0.2874,0.049
Mathis Cherki,Manchester City,ENG-Premier League,2526,F M S,33,1792,55,4,4.641,4,4.641,12,10.785,20.81,11.158,0.1406,0.1212,0.2331,0.073
Ozan Kabak,Hoffenheim,GER-Bundesliga,2526,D S,25,1731,35,4,4.64,4,4.64,0,0.448,8.401,5.43,0.1856,0.16,0.2412,0.114
Rodrigo Ribeiro,Augsburg,GER-Bundesliga,2526,F S,14,629,26,2,4.629,2,4.629,0,0.027,5.408,1.239,0.3307,0.1429,0.6624,0.077
Aron Dønnum,Toulouse,FRA-Ligue 1,2526,D F M,28,2438,40,4,4.604,1,2.324,4,6.289,11.224,5.957,0.1644,0.1429,0.0858,0.1
Youssouf Fofana,AC Milan,ITA-Serie A,2526,M S,33,2231,44,2,4.585,2,4.585,3,3.638,13.359,6.373,0.1389,0.0606,0.185,0.045
Ange-Yoan Bonny,Inter,ITA-Serie A,2526,F S,33,1112,22,5,4.582,5,4.582,4,2.671,9.683,3.249,0.1388,0.1515,0.3708,0.227
Gennaro Borrelli,Cagliari,ITA-Serie A,2526,F S,27,1263,30,5,4.58,5,4.58,1,0.871,5.726,2.595,0.1696,0.1852,0.3264,0.167
Walid Cheddira,Lecce,ITA-Serie A,2526,F S,33,1193,33,4,4.556,4,4.556,1,0.607,5.886,1.613,0.138,0.1212,0.3437,0.121
Charles De Ketelaere,Atalanta,ITA-Serie A,2526,F M S,31,2206,46,3,4.546,3,4.546,5,10.653,19.829,7.581,0.1466,0.0968,0.1855,0.065
Rodrigo Muniz,Fulham,ENG-Premier League,2526,F S,21,1001,32,1,4.545,1,4.545,1,0.961,4.831,1.298,0.2164,0.0476,0.4087,0.031
Can Uzun,Eintracht Frankfurt,GER-Bundesliga,2526,M S,21,1178,41,8,4.545,7,3.787,4,2.632,8.537,3.061,0.2164,0.381,0.2893,0.195
Joel Roca,Girona,ESP-La Liga,2526,F M S,32,1463,48,3,4.518,3,4.518,1,1.951,8.297,1.993,0.1412,0.0938,0.2779,0.062
Ademola Lookman,Atletico Madrid,ESP-La Liga,2526,F M S,12,638,21,4,4.463,3,3.719,0,1.688,6.549,2.555,0.3719,0.3333,0.5247,0.19
Charlie Cresswell,Toulouse,FRA-Ligue 1,2526,D S,29,2537,38,3,4.463,3,4.463,2,1.198,6.19,4.258,0.1539,0.1034,0.1583,0.079
Cédric Bakambu,Real Betis,ESP-La Liga,2526,F S,18,542,21,3,4.446,3,4.446,1,1.075,5.47,1.102,0.247,0.1667,0.7383,0.143
Iago Aspas,Celta Vigo,ESP-La Liga,2526,F M S,32,1082,28,5,4.438,3,2.952,3,4.458,11.227,6.236,0.1387,0.1562,0.2455,0.179
Pereira Lage,St. Pauli,GER-Bundesliga,2526,D F M S,28,2067,43,2,4.429,2,4.429,2,2.063,6.917,2.182,0.1582,0.0714,0.1928,0.047
Aitor Ruibal,Real Betis,ESP-La Liga,2526,D F M S,27,1809,31,4,4.42,4,4.42,2,1.796,10.05,4.53,0.1637,0.1481,0.2199,0.129
Duván Zapata,Torino,ITA-Serie A,2526,F S,28,1088,34,3,4.403,3,3.641,1,2.68,5.999,0.548,0.1572,0.1071,0.3012,0.088
Nikolas Nartey,VfB Stuttgart,GER-Bundesliga,2526,F M S,28,1255,22,4,4.401,4,4.401,3,3.354,12.594,5.369,0.1572,0.1429,0.3156,0.182
Matthieu Udol,Lens,FRA-Ligue 1,2526,D S,34,3000,47,1,4.393,1,4.393,7,11.901,20.109,10.899,0.1292,0.0294,0.1318,0.021
Armand Lauriente,Sassuolo,ITA-Serie A,2526,F M S,38,2655,71,7,4.392,7,4.392,9,8.515,14.828,7.808,0.1156,0.1842,0.1489,0.099
Ruslan Malinovskiy,Genoa,ITA-Serie A,2526,M S,34,2279,55,6,4.387,3,2.104,3,4.342,9.468,6.582,0.129,0.1765,0.0831,0.109
Roger Brugué,Levante,ESP-La Liga,2526,F M S,19,1008,28,1,4.379,1,4.379,1,0.836,6.561,3.039,0.2305,0.0526,0.391,0.036
Eric Junior Dina Ebimbe,Brest,FRA-Ligue 1,2526,D F M S,27,1161,27,5,4.377,5,4.377,0,1.194,5.206,1.435,0.1621,0.1852,0.3393,0.185
Yeremi Pino,Crystal Palace,ENG-Premier League,2526,F M S,34,2134,45,2,4.373,2,4.373,2,8.502,13.467,4.587,0.1286,0.0588,0.1844,0.044
Adrien Rabiot,AC Milan,ITA-Serie A,2526,M S,29,2546,46,6,4.363,6,4.363,4,3.938,15.663,10.027,0.1504,0.2069,0.1542,0.13
Taiwo Awoniyi,Nottingham Forest,ENG-Premier League,2526,F S,17,441,15,4,4.347,4,4.347,1,1.32,5.522,1.534,0.2557,0.2353,0.8871,0.267
